,href,id,name,track_number,album_name,release_date,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence
14,https://api.spotify.com/v1/tracks/6ek0XTffa5eUTkwamO0q5B,6ek0XTffa5eUTkwamO0q5B,I Want To Hold Your Hand - Live / Bonus Track,15,Live At The Hollywood Bowl,2016-09-09,0.0173,0.22399999999999998,0.8190000000000001,0.0,7,0.946,-8.354,1,0.0667,140.995,4,0.525
15,https://api.spotify.com/v1/tracks/1WoLOPeSqaijOuhi9Wm7V1,1WoLOPeSqaijOuhi9Wm7V1,Everybody’s Trying To Be My Baby - Live / Bonus Track,16,Live At The Hollywood Bowl,2016-09-09,0.0391,0.203,0.885,1.04e-06,9,0.485,-5.9110000000000005,1,0.051,176.40599999999998,4,0.611
16,https://api.spotify.com/v1/tracks/5tc3aFZhTcW46vRIk23T6e,5tc3aFZhTcW46vRIk23T6e,Baby's In Black - Live / Bonus Track,17,Live At The Hollywood Bowl,2016-09-09,0.0148,0.191,0.797,0.0,9,0.924,-7.91,1,0.0638,184.144,3,0.606
17,https://api.spotify.com/v1/tracks/4aX3n1Pn6jiCbvqBL8eqyP,4aX3n1Pn6jiCbvqBL8eqyP,Love Me Do - Mono / Remastered,1,1 (Remastered),2000-11-13,0.40399999999999997,0.524,0.88,0.00019099999999999998,0,0.154,-3.865,1,0.0987,148.058,4,0.758
18,https://api.spotify.com/v1/tracks/1euKWJfJSfPhgSendPrcXb,1euKWJfJSfPhgSendPrcXb,From Me To You - Mono / Remastered,2,1 (Remastered),2000-11-13,0.507,0.581,0.821,0.0,0,0.10800000000000001,-4.387,1,0.0318,136.145,4,0.968
19,https://api.spotify.com/v1/tracks/6nEkxYIEnrbYH7h1hJ8Xn6,6nEkxYIEnrbYH7h1hJ8Xn6,She Loves You - Mono / Remastered,3,1 (Remastered),2000-11-13,0.26,0.377,0.9159999999999999,0.0,4,0.07400000000000001,-3.199,0,0.0481,75.533,4,0.912
20,https://api.spotify.com/v1/tracks/4pbG9SUmWIvsROVLF0zF9s,4pbG9SUmWIvsROVLF0zF9s,I Want To Hold Your Hand - Remastered 2015,4,1 (Remastered),2000-11-13,0.386,0.49,0.715,0.0,7,0.311,-5.5489999999999995,1,0.0476,130.726,4,0.866
21,https://api.spotify.com/v1/tracks/38Vb1J5W5LOs0i7SAF76pa,38Vb1J5W5LOs0i7SAF76pa,Can't Buy Me Love - Remastered 2015,5,1 (Remastered),2000-11-13,0.11800000000000001,0.426,0.76,0.0,0,0.325,-4.082,1,0.0414,171.838,4,0.955
22,https://api.spotify.com/v1/tracks/1pctwlBtIcKIjQMzsVcGHB,1pctwlBtIcKIjQMzsVcGHB,A Hard Day's Night - Remastered 2015,6,1 (Remastered),2000-11-13,0.0487,0.546,0.818,0.0,0,0.0983,-4.89,1,0.031,138.561,4,0.7559999999999999
23,https://api.spotify.com/v1/tracks/5hhF25sWnZvXhimOHLjTRE,5hhF25sWnZvXhimOHLjTRE,I Feel Fine - Remastered 2015,7,1 (Remastered),2000-11-13,0.0904,0.564,0.8270000000000001,3.73e-06,7,0.127,-7.0889999999999995,1,0.0283,89.84700000000001,4,0.912
24,https://api.spotify.com/v1/tracks/5ylLypaOksxWd75YrGtx2N,5ylLypaOksxWd75YrGtx2N,Eight Days A Week - Remastered 2015,8,1 (Remastered),2000-11-13,0.265,0.636,0.677,0.0,9,0.215,-5.605,1,0.0316,138.707,4,0.8370000000000001
25,https://api.spotify.com/v1/tracks/7nhrlsT1P4qsslp28UA1BI,7nhrlsT1P4qsslp28UA1BI,Ticket To Ride - Remastered 2015,9,1 (Remastered),2000-11-13,0.0638,0.5539999999999999,0.904,0.0,4,0.259,-6.319,0,0.0536,123.443,4,0.8009999999999999
26,https://api.spotify.com/v1/tracks/3Smida2eCUsLzDcmZqXEZ3,3Smida2eCUsLzDcmZqXEZ3,Help! - Remastered 2015,10,1 (Remastered),2000-11-13,0.149,0.602,0.736,0.0,11,0.0776,-6.51,0,0.0332,94.931,4,0.8190000000000001
27,https://api.spotify.com/v1/tracks/4E5rL7YL0hVUPqeMSpjEF2,4E5rL7YL0hVUPqeMSpjEF2,Yesterday - Remastered 2015,11,1 (Remastered),2000-11-13,0.871,0.401,0.18899999999999997,0.0,0,0.0968,-11.189,1,0.0287,94.509,4,0.35700000000000004
28,https://api.spotify.com/v1/tracks/29b2b96jozyD9GPCkOrVLs,29b2b96jozyD9GPCkOrVLs,Day Tripper - Remastered 2015,12,1 (Remastered),2000-11-13,0.12,0.665,0.782,4.19e-06,6,0.125,-8.437999999999999,0,0.0307,137.453,4,0.731
29,https://api.spotify.com/v1/tracks/1hTUFqJuQAMjXVGwUPWDqi,1hTUFqJuQAMjXVGwUPWDqi,We Can Work It Out - Remastered 2015,13,1 (Remastered),2000-11-13,0.0635,0.37799999999999995,0.677,0.0,2,0.183,-8.63,1,0.0298,106.071,4,0.648
30,https://api.spotify.com/v1/tracks/0Ui8KPWZbJJQ2Y0CIQuVqX,0Ui8KPWZbJJQ2Y0CIQuVqX,Paperback Writer - Remastered 2015,14,1 (Remastered),2000-11-13,0.147,0.47200000000000003,0.856,2.78e-06,7,0.595,-6.03,1,0.0562,78.696,4,0.841
31,https://api.spotify.com/v1/tracks/7zRmGvtSy36Jr19U5OInJT,7zRmGvtSy36Jr19U5OInJT,Yellow Submarine - Remastered 2015,15,1 (Remastered),2000-11-13,0.158,0.66,0.557,0.0,1,0.5429999999999999,-9.597000000000001,1,0.03,110.743,4,0.7879999999999999
32,https://api.spotify.com/v1/tracks/0Wv8IXRUDZOfmFJHC1VOFI,0Wv8IXRUDZOfmFJHC1VOFI,Eleanor Rigby - Remastered 2015,16,1 (Remastered),2000-11-13,0.9159999999999999,0.605,0.314,0.0,0,0.359,-7.631,1,0.0327,138.148,4,0.836
33,https://api.spotify.com/v1/tracks/7afyyi8zn4FzWbcJ70F56V,7afyyi8zn4FzWbcJ70F56V,Penny Lane - Remastered 2015,17,1 (Remastered),2000-11-13,0.0964,0.679,0.5920000000000001,0.0138,9,0.16,-5.962999999999999,1,0.0402,113.265,4,0.55
34,https://api.spotify.com/v1/tracks/6KqiVlOLfDzJViJVAPym1p,6KqiVlOLfDzJViJVAPym1p,All You Need Is Love - Remastered 2015,18,1 (Remastered),2000-11-13,0.43700000000000006,0.397,0.625,5.47e-06,7,0.263,-5.829,1,0.0347,104.54,4,0.6759999999999999
35,https://api.spotify.com/v1/tracks/0hqjsgWRfMBf2s8xsvRq1M,0hqjsgWRfMBf2s8xsvRq1M,"Hello, Goodbye - Remastered 2015",19,1 (Remastered),2000-11-13,0.402,0.498,0.8059999999999999,5.74e-06,0,0.525,-5.284,1,0.0265,99.396,4,0.664
36,https://api.spotify.com/v1/tracks/1raiIrqaqRAqZmQWZlLuBd,1raiIrqaqRAqZmQWZlLuBd,Lady Madonna - Remastered 2015,20,1 (Remastered),2000-11-13,0.141,0.65,0.777,0.34299999999999997,2,0.215,-4.984,1,0.0294,109.60799999999999,4,0.574
37,https://api.spotify.com/v1/tracks/0aym2LBJBk9DAYuHHutrIl,0aym2LBJBk9DAYuHHutrIl,Hey Jude - Remastered 2015,21,1 (Remastered),2000-11-13,0.0112,0.386,0.607,1.3800000000000002e-05,10,0.08800000000000001,-7.7,1,0.0261,147.207,4,0.532
38,https://api.spotify.com/v1/tracks/6zmQ8bzlDIfngjy0Ba3w46,6zmQ8bzlDIfngjy0Ba3w46,Get Back - Remastered 2015,22,1 (Remastered),2000-11-13,0.18600000000000003,0.703,0.636,0.0256,7,0.0959,-7.579,1,0.0376,122.921,4,0.218
39,https://api.spotify.com/v1/tracks/1F7s27lLKshLPt9TPCgMDL,1F7s27lLKshLPt9TPCgMDL,The Ballad Of John And Yoko - Remastered 2015,23,1 (Remastered),2000-11-13,0.00465,0.6509999999999999,0.892,2.85e-06,4,0.127,-6.551,1,0.0313,135.309,4,0.9620000000000001
40,https://api.spotify.com/v1/tracks/7mzNk14FElnA5DOKQyBrM0,7mzNk14FElnA5DOKQyBrM0,Something - Remastered 2015,24,1 (Remastered),2000-11-13,0.302,0.449,0.375,2.41e-06,0,0.14400000000000002,-9.329,1,0.0286,133.845,4,0.466
41,https://api.spotify.com/v1/tracks/3CEFDHJSiERlfwRujZ1CkJ,3CEFDHJSiERlfwRujZ1CkJ,Come Together - Remastered 2015,25,1 (Remastered),2000-11-13,0.0601,0.5589999999999999,0.34299999999999997,0.138,9,0.1,-13.072000000000001,0,0.0424,164.53,4,0.183
42,https://api.spotify.com/v1/tracks/4qsVPnhbvEooD1bSNqvvh0,4qsVPnhbvEooD1bSNqvvh0,Let It Be - Remastered 2015,26,1 (Remastered),2000-11-13,0.58,0.445,0.436,2.6300000000000002e-05,0,0.11199999999999999,-8.536,1,0.0332,139.84799999999998,4,0.483
43,https://api.spotify.com/v1/tracks/5xhP99gVBIkpr7omcdCeiy,5xhP99gVBIkpr7omcdCeiy,The Long And Winding Road - Remastered 2015,27,1 (Remastered),2000-11-13,0.667,0.326,0.365,0.000523,3,0.0718,-8.776,1,0.0265,133.084,4,0.314
44,https://api.spotify.com/v1/tracks/0CaBBQsaAiRHhiLmzi7ZRp,0CaBBQsaAiRHhiLmzi7ZRp,Two Of Us - Remastered,1,Let It Be (Remastered),1970-05-08,0.0974,0.726,0.7020000000000001,3.46e-05,7,0.239,-10.757,1,0.032,109.11399999999999,4,0.9309999999999999
45,https://api.spotify.com/v1/tracks/4OUmlC67FoPLvQNuE5C7kF,4OUmlC67FoPLvQNuE5C7kF,Dig A Pony - Remastered,2,Let It Be (Remastered),1970-05-08,0.47200000000000003,0.5379999999999999,0.478,0.0,11,0.17,-8.957,0,0.0388,59.004,4,0.527
46,https://api.spotify.com/v1/tracks/4dkoqJrP0L8FXftrMZongF,4dkoqJrP0L8FXftrMZongF,Across The Universe - Remastered,3,Let It Be (Remastered),1970-05-08,0.361,0.257,0.41200000000000003,8.68e-05,1,0.0702,-11.788,1,0.0287,152.126,4,0.858
47,https://api.spotify.com/v1/tracks/2BMqay80iBzZTa608Y1eG1,2BMqay80iBzZTa608Y1eG1,I Me Mine - Remastered,4,Let It Be (Remastered),1970-05-08,0.179,0.29100000000000004,0.638,0.0,9,0.10099999999999999,-7.854,0,0.0554,185.235,3,0.525
48,https://api.spotify.com/v1/tracks/0eRyOunOVBChlXxIvqwOxH,0eRyOunOVBChlXxIvqwOxH,Dig It - Remastered,5,Let It Be (Remastered),1970-05-08,0.659,0.54,0.489,0.0019,5,0.457,-12.276,1,0.11699999999999999,157.03,3,0.67
49,https://api.spotify.com/v1/tracks/7iN1s7xHE4ifF5povM6A48,7iN1s7xHE4ifF5povM6A48,Let It Be - Remastered,6,Let It Be (Remastered),1970-05-08,0.631,0.44299999999999995,0.40299999999999997,0.0,0,0.111,-8.339,1,0.0322,143.46200000000002,4,0.41
50,https://api.spotify.com/v1/tracks/2VsX1BoWSGiuVXGiFSUr6h,2VsX1BoWSGiuVXGiFSUr6h,Maggie Mae - Remastered,7,Let It Be (Remastered),1970-05-08,0.379,0.516,0.515,0.0,2,0.10300000000000001,-12.035,0,0.215,169.03900000000002,4,0.524
51,https://api.spotify.com/v1/tracks/3gwRWIbr5ycEVLIAXrWaw7,3gwRWIbr5ycEVLIAXrWaw7,I've Got A Feeling - Remastered,8,Let It Be (Remastered),1970-05-08,0.0715,0.44,0.609,0.0,2,0.5820000000000001,-8.824,1,0.0358,165.15599999999998,4,0.364
52,https://api.spotify.com/v1/tracks/50qHmeex1nPTyQTwBXjSE4,50qHmeex1nPTyQTwBXjSE4,One After 909 - Remastered,9,Let It Be (Remastered),1970-05-08,0.0307,0.5539999999999999,0.828,0.0,4,0.907,-6.435,1,0.0739,90.95,4,0.888
53,https://api.spotify.com/v1/tracks/3mlMpmY8oZIBFc39D9zLbh,3mlMpmY8oZIBFc39D9zLbh,The Long And Winding Road - Remastered,10,Let It Be (Remastered),1970-05-08,0.7559999999999999,0.299,0.32899999999999996,0.0105,3,0.0559,-10.096,1,0.0279,132.282,4,0.392
54,https://api.spotify.com/v1/tracks/5dpRJkvY8oWMQmQbEQTXhO,5dpRJkvY8oWMQmQbEQTXhO,For You Blue - Remastered,11,Let It Be (Remastered),1970-05-08,0.24,0.88,0.556,0.0483,2,0.24,-10.773,1,0.0855,128.542,4,0.955
55,https://api.spotify.com/v1/tracks/4MLBqAEzNN89o2M9h92Z26,4MLBqAEzNN89o2M9h92Z26,Get Back - Remastered,12,Let It Be (Remastered),1970-05-08,0.49200000000000005,0.7609999999999999,0.5920000000000001,0.00626,2,0.61,-9.836,1,0.0586,123.095,4,0.332
56,https://api.spotify.com/v1/tracks/2EqlS6tkEnglzr7tkKAAYD,2EqlS6tkEnglzr7tkKAAYD,Come Together - Remastered,1,Abbey Road (Remastered),1969-09-26,0.0302,0.5329999999999999,0.376,0.248,9,0.0926,-11.913,0,0.0393,165.007,4,0.187
57,https://api.spotify.com/v1/tracks/0pNeVovbiZHkulpGeOx1Gj,0pNeVovbiZHkulpGeOx1Gj,Something - Remastered,2,Abbey Road (Remastered),1969-09-26,0.198,0.396,0.33799999999999997,2.62e-06,0,0.138,-10.872,1,0.0304,133.52200000000002,4,0.377
58,https://api.spotify.com/v1/tracks/2S8xyNRJX1XQdo3qnTuovI,2S8xyNRJX1XQdo3qnTuovI,Maxwell's Silver Hammer - Remastered,3,Abbey Road (Remastered),1969-09-26,0.629,0.764,0.426,0.00011899999999999999,2,0.132,-11.045,1,0.0405,131.12,4,0.726
59,https://api.spotify.com/v1/tracks/2mxByJWOajjiVsLWjNXvDJ,2mxByJWOajjiVsLWjNXvDJ,Oh! Darling - Remastered,4,Abbey Road (Remastered),1969-09-26,0.0126,0.42200000000000004,0.6559999999999999,0.0279,4,0.268,-8.412,1,0.0397,173.93,3,0.5489999999999999
60,https://api.spotify.com/v1/tracks/0suLngfo7rJoetk7Ub6N8l,0suLngfo7rJoetk7Ub6N8l,Octopus's Garden - Remastered,5,Abbey Road (Remastered),1969-09-26,0.155,0.626,0.512,4.6500000000000005e-05,1,0.215,-9.15,0,0.0247,92.225,4,0.73
61,https://api.spotify.com/v1/tracks/3Z25k4ZF6QENy2d9YatsM5,3Z25k4ZF6QENy2d9YatsM5,I Want You (She's So Heavy) - Remastered,6,Abbey Road (Remastered),1969-09-26,0.0233,0.37,0.515,0.205,2,0.0966,-9.487,0,0.0321,115.73200000000001,4,0.42
62,https://api.spotify.com/v1/tracks/6dGnYIeXmHdcikdzNNDMm2,6dGnYIeXmHdcikdzNNDMm2,Here Comes The Sun - Remastered,7,Abbey Road (Remastered),1969-09-26,0.0339,0.557,0.54,0.00248,9,0.179,-10.484000000000002,1,0.0347,129.171,4,0.39399999999999996
63,https://api.spotify.com/v1/tracks/1rxoyGj1QuPoVi8fOft1Kt,1rxoyGj1QuPoVi8fOft1Kt,Because - Remastered,8,Abbey Road (Remastered),1969-09-26,0.754,0.32799999999999996,0.249,5.77e-06,2,0.134,-11.777000000000001,1,0.0272,81.257,4,0.162
64,https://api.spotify.com/v1/tracks/1jOLTO379yIu9aMnCkpMQl,1jOLTO379yIu9aMnCkpMQl,You Never Give Me Your Money - Remastered,9,Abbey Road (Remastered),1969-09-26,0.345,0.335,0.41600000000000004,0.136,0,0.11599999999999999,-11.050999999999998,1,0.0348,174.46400000000003,3,0.223
65,https://api.spotify.com/v1/tracks/4nwKdZID1ht0lDBJ5h2p87,4nwKdZID1ht0lDBJ5h2p87,Sun King - Remastered,10,Abbey Road (Remastered),1969-09-26,0.284,0.483,0.177,0.499,2,0.11599999999999999,-17.629,1,0.0277,74.994,4,0.192
66,https://api.spotify.com/v1/tracks/4JOyMhad5dD81uGYLGgKrS,4JOyMhad5dD81uGYLGgKrS,Mean Mr Mustard - Remastered,11,Abbey Road (Remastered),1969-09-26,0.0699,0.6759999999999999,0.596,1.9600000000000002e-05,4,0.35100000000000003,-9.107000000000001,1,0.0272,100.68700000000001,4,0.97
67,https://api.spotify.com/v1/tracks/1FTCA6wQwulQFokDddKE68,1FTCA6wQwulQFokDddKE68,Polythene Pam - Remastered,12,Abbey Road (Remastered),1969-09-26,0.00472,0.474,0.9390000000000001,0.674,11,0.19,-8.884,0,0.19899999999999998,166.829,4,0.499
68,https://api.spotify.com/v1/tracks/2jtUGFsqanQ82zqDlhiKIp,2jtUGFsqanQ82zqDlhiKIp,She Came In Through The Bathroom Window - Remastered,13,Abbey Road (Remastered),1969-09-26,0.0037600000000000003,0.53,0.72,3.3799999999999995e-05,2,0.314,-8.793,1,0.0338,80.652,4,0.69
69,https://api.spotify.com/v1/tracks/01SfTM5nfCou5gQL70r6gs,01SfTM5nfCou5gQL70r6gs,Golden Slumbers - Remastered,14,Abbey Road (Remastered),1969-09-26,0.326,0.419,0.152,0.0034,0,0.113,-12.126,1,0.0277,80.608,4,0.239
70,https://api.spotify.com/v1/tracks/5eZrW59C3UgBhkqNlowEID,5eZrW59C3UgBhkqNlowEID,Carry That Weight - Remastered,15,Abbey Road (Remastered),1969-09-26,0.226,0.5429999999999999,0.45799999999999996,0.00663,0,0.298,-8.976,1,0.0274,84.319,4,0.7040000000000001
71,https://api.spotify.com/v1/tracks/5aHHf6jrqDRb1fcBmue2kn,5aHHf6jrqDRb1fcBmue2kn,The End - Remastered,16,Abbey Road (Remastered),1969-09-26,0.00101,0.647,0.48700000000000004,0.285,11,0.138,-10.119,0,0.0689,123.444,1,0.222
72,https://api.spotify.com/v1/tracks/6UCFZ9ZOFRxK8oak7MdPZu,6UCFZ9ZOFRxK8oak7MdPZu,Her Majesty - Remastered,17,Abbey Road (Remastered),1969-09-26,0.728,0.703,0.215,1.23e-06,2,0.13,-23.03,1,0.0892,100.874,3,0.522
73,https://api.spotify.com/v1/tracks/3oEo8Pqm5IAi8wQfCI5BpR,3oEo8Pqm5IAi8wQfCI5BpR,Yellow Submarine - Remastered,1,Yellow Submarine (Remastered),1969-01-17,0.518,0.605,0.536,0.0,1,0.528,-10.068999999999999,1,0.0421,110.84899999999999,4,0.688
74,https://api.spotify.com/v1/tracks/4phXWLTSlC1BEogSWhJMDD,4phXWLTSlC1BEogSWhJMDD,Only A Northern Song - Remastered,2,Yellow Submarine (Remastered),1969-01-17,0.000341,0.175,0.731,0.0007509999999999999,9,0.0846,-8.341000000000001,1,0.0705,209.24200000000002,4,0.8009999999999999
75,https://api.spotify.com/v1/tracks/2ck8lFrYAch2GPtdhpTHe3,2ck8lFrYAch2GPtdhpTHe3,All Together Now - Remastered,3,Yellow Submarine (Remastered),1969-01-17,0.0722,0.5870000000000001,0.431,0.0,2,0.561,-9.495,1,0.0686,95.93700000000001,4,0.778
76,https://api.spotify.com/v1/tracks/5xYC2ZJJ9TMJL8BOl85O2R,5xYC2ZJJ9TMJL8BOl85O2R,Hey Bulldog - Remastered,4,Yellow Submarine (Remastered),1969-01-17,0.0197,0.5870000000000001,0.617,0.639,7,0.19899999999999998,-9.164,1,0.027999999999999997,100.495,4,0.9470000000000001
77,https://api.spotify.com/v1/tracks/2bQZ9BBhP7vSBiyDz7KXnv,2bQZ9BBhP7vSBiyDz7KXnv,It's All Too Much - Remastered,5,Yellow Submarine (Remastered),1969-01-17,4.3e-05,0.39,0.7809999999999999,0.41200000000000003,7,0.1,-7.877999999999999,1,0.0364,113.51100000000001,4,0.19899999999999998
78,https://api.spotify.com/v1/tracks/2Z8cY4QpZTFUZxCQCpvNe1,2Z8cY4QpZTFUZxCQCpvNe1,All You Need Is Love - Remastered,6,Yellow Submarine (Remastered),1969-01-17,0.345,0.4,0.46299999999999997,4.59e-05,7,0.28600000000000003,-8.455,1,0.0288,103.103,4,0.627
79,https://api.spotify.com/v1/tracks/1y8kq7M3tBw4zAttsZMya8,1y8kq7M3tBw4zAttsZMya8,Pepperland - Remastered,7,Yellow Submarine (Remastered),1969-01-17,0.6609999999999999,0.354,0.281,0.763,7,0.243,-12.434000000000001,1,0.032,113.126,4,0.36700000000000005
80,https://api.spotify.com/v1/tracks/6FvhNdlAom6yYHa8ekAaAM,6FvhNdlAom6yYHa8ekAaAM,Sea Of Time - Remastered,8,Yellow Submarine (Remastered),1969-01-17,0.971,0.237,0.096,0.0961,2,0.203,-20.629,0,0.0387,128.054,4,0.0629
81,https://api.spotify.com/v1/tracks/6n42oei7aEx2I0dcluKAGx,6n42oei7aEx2I0dcluKAGx,Sea Of Holes - Remastered,9,Yellow Submarine (Remastered),1969-01-17,0.9590000000000001,0.249,0.0994,0.9259999999999999,6,0.45399999999999996,-19.266,0,0.04,118.99,3,0.0357
82,https://api.spotify.com/v1/tracks/30u8QyT0kBSYO5RcZmaLl3,30u8QyT0kBSYO5RcZmaLl3,Sea Of Monsters - Remastered,10,Yellow Submarine (Remastered),1969-01-17,0.945,0.253,0.166,0.862,9,0.135,-16.624000000000002,1,0.0346,83.971,3,0.0489
83,https://api.spotify.com/v1/tracks/7zJKIrxcH2jY4TOqpvoLvH,7zJKIrxcH2jY4TOqpvoLvH,March Of The Meanies - Remastered,11,Yellow Submarine (Remastered),1969-01-17,0.934,0.5379999999999999,0.37799999999999995,0.758,9,0.456,-14.117,0,0.0387,117.185,4,0.16
84,https://api.spotify.com/v1/tracks/0rHHNFcUgB0zlzCk4MVluw,0rHHNFcUgB0zlzCk4MVluw,Pepperland Laid Waste - Remastered,12,Yellow Submarine (Remastered),1969-01-17,0.877,0.26899999999999996,0.0902,0.821,8,0.302,-23.018,0,0.042,82.42299999999999,4,0.0462
85,https://api.spotify.com/v1/tracks/7ExawMDcRz2lMgNEjjYzdr,7ExawMDcRz2lMgNEjjYzdr,Yellow Submarine In Pepperland - Remastered,13,Yellow Submarine (Remastered),1969-01-17,0.8079999999999999,0.406,0.21899999999999997,0.599,7,0.15,-13.155,1,0.0359,105.345,4,0.271
86,https://api.spotify.com/v1/tracks/0j3p1p06deJ7f9xmJ9yG22,0j3p1p06deJ7f9xmJ9yG22,Back In The U.S.S.R. - Remastered,1,The Beatles (Remastered),1968-11-22,0.069,0.48,0.9690000000000001,0.00022,9,0.0608,-7.4639999999999995,1,0.0854,142.489,4,0.494
87,https://api.spotify.com/v1/tracks/5NQYyej46WQkgCbnzGD21W,5NQYyej46WQkgCbnzGD21W,Dear Prudence - Remastered,2,The Beatles (Remastered),1968-11-22,0.16,0.38799999999999996,0.529,0.0681,7,0.10800000000000001,-10.533,1,0.0436,150.721,4,0.332
88,https://api.spotify.com/v1/tracks/2jAojvUaPoHPFSPpF0UNRo,2jAojvUaPoHPFSPpF0UNRo,Glass Onion - Remastered,3,The Beatles (Remastered),1968-11-22,0.0123,0.523,0.51,8.379999999999999e-05,7,0.10800000000000001,-9.827,0,0.0514,120.432,4,0.789
89,https://api.spotify.com/v1/tracks/1gFNm7cXfG1vSMcxPpSxec,1gFNm7cXfG1vSMcxPpSxec,"Ob-La-Di, Ob-La-Da - Remastered",4,The Beatles (Remastered),1968-11-22,0.23199999999999998,0.818,0.728,0.0642,10,0.251,-8.331,1,0.0314,113.059,4,0.975
